institute_name, address1, address2, city, district, state, board, contact_no, email_address,category,branch_name
Arvind Indo kondhali,Kondhali,Kondhali,Nagpur,Nagpur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Subhash Rathi,Kondhali,Kondhali,Nagpur,Nagpur,Maharashtra,CBSE,9284682053,,A,RESIDENTIAL CENTRE
Chatrapati gadge,Kondhali,Kondhali,Nagpur,Nagpur,Maharashtra,CBSE,8805896707,,A,RESIDENTIAL CENTRE
Tirupati international public school,Katol,Katol,Nagpur,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Bharti kawadkar,Katol,Katol,Nagpur,Nagpur,Maharashtra,State,9665613003,,C,RESIDENTIAL CENTRE
Tarachand kandalkar,Katil,Katol,Nagpur,Nagpur,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Divya tution Classes,Durgapur road  chandrapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,,,B,CHANDRAPUR CENTRE
Gupta Tution classes,Rayat wari  chandrapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,,,B,CHANDRAPUR CENTRE
Mandviya Classes (Hardik Sir),Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,RESIDENTIAL CENTRE
Raut Sir Classes,Sahakar Nagar,Sahakar Nagar,Nagpur,Nagpur,Maharashtra,CBSE,9860157415,,A+,HEAD OFFICE -NAGPUR
Lakhotiya English School CBSE,Kondhali,Kondhali,Katol,Nagpur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Vikas Public School,Near Uday Nagar Square Janki Nagar,Uday Nagar,Nagpur,Nagpur,Maharashtra,State,9503111001,,B,EAST CENTRE - NAGPUR
Mahajan Sir  Ramtek,Ramtek,Ramtek,Nagpur,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Shamka Coaching  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,CBSE,,,A+,RESIDENTIAL CENTRE
Vwin Classes  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Model Convent ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Kirsan International public School  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Shinde Madam  Kondhali,Kondhali,Kondhali,Nagpur,Nagpur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Swadhyay Tution Classes,Ayodhya Nagar Road Raje Raghuji Nagar ,Raghuji Nagar Road,Nagpur,Nagpur,Maharashtra,CBSE,9823942520,,A,EAST CENTRE - NAGPUR
ATC Tution Classes,Shukrawari Talab,Shukrawari Talab,Nagpur,Nagpur,Maharashtra,State,9822225537,,B,EAST CENTRE - NAGPUR
Awantika School of Home Science,65  Mall Road Cantonment Kamptee Dist :- Nagpur Zip Code :- 441 001,Cantonment Area,Kamptee,Nagpur,Maharashtra,State,9763945266,rsmkamptee@gmail.com,B,SADAR CENTRE- NAGPUR
Rajashree Shahu School,Pandharkawada,Pandharkawada,Pandharkwada,Yavatmal,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Mudliar mam,Gondia ,Gondia ,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
St Francies high school ,Seoni,Seoni,Seloo,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Mandviya Classes (Hardik Sir),Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
ELIGENT ENG MED SCHOOL,Chandani Chowk Nabab Pura  Ner,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
School Of Scholars  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
St. Aloysius English Med. School,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
Chemedia Sir ,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,A,YAVATMAL CENTRE
Nandurkar School. Yavatmal,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Sunrise High School,Yavatmal,Yavatmal,Arni,Yavatmal,Maharashtra,State,,,A,YAVATMAL CENTRE
Megha Coaching Classes,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Vishwa Bharti Vidya Mandir,Ashatvinayak Square  Gajanan Nagar  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,7058770116,,C,YAVATMAL CENTRE
Octopus Science Academy ,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,A,YAVATMAL CENTRE
Gawande Classes ,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,A,YAVATMAL CENTRE
Jajoo English Medium School , Naringe Nagar  Dhamangaon Rd  Yavatmal  Maharashtra 445001,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9423131946,,A+,YAVATMAL CENTRE
Kendriya Vidyalaya Yavatmal ,Near Akashwani Amlokchand collage Road ,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A,YAVATMAL CENTRE
Jamali English School,Shanti Nagar Itwari Railway Station Road,Shanti Nagar,Nagpur,Nagpur,Maharashtra,State,,,B,EAST CENTRE - NAGPUR
Great Britain English School,Shanti Nagar Kawdapeth,Shanti Nagar,Nagpur,Nagpur,Maharashtra,State,7888033371,,B,EAST CENTRE - NAGPUR
Demo Testing Yavatmal,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,A+,YAVATMAL CENTRE
North Point School,Shanti Nagar Near Itwari Railway Station,Shanti Nagar,Nagpur,Nagpur,Maharashtra,State,9326097376,,B,EAST CENTRE - NAGPUR
Shri Gajanan Vidyalaya,New Subhedar Layout,Ayodhya Nagar,Nagpur,Nagpur,Maharashtra,State,9823714697,,B,EAST CENTRE - NAGPUR
Al- Arqam Public School,New Gandhi Layout  Jafar Nagar Ring road,Jafar Nagar  Nagpur,Nagpur,Nagpur,Maharashtra,State,9850884789,,C,SADAR CENTRE- NAGPUR
DPS Lava Nagpur,DPS Lava  off Dhabha   Ring Road  Nagpur  Maharashtra 440023,Lava,Nagpur,Nagpur,Maharashtra,CBSE,7767003274,,A+,HEAD OFFICE -NAGPUR
Sadgurukrupa Academy,Near Wanjari Nagar Tanki Wanjari Nagar,Wanjari Nagar,Nagpur,Nagpur,Maharashtra,CBSE,9890530303,,B,EAST CENTRE - NAGPUR
Raj English Medium School, Arni- Yavatmal Road  Yavatmal  Yavatmal  Maharashtra 445304,Wadgaon,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Yavatmal Public School,Darda Nagar  Yavatmal,Darda nagar,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
Yavatmal Public School,Darda Nagar  Yavatmal,Darda nagar,Yavatmal,Yavatmal,Maharashtra,CBSE,9764650149,yavatmalpublicschool@yahoo.com,A+,YAVATMAL CENTRE
mangesh bhoyar sir,near kv school dusgapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,8605362690,,A,CHANDRAPUR CENTRE
raj sir,near kv school durgapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,7588688708,,B,CHANDRAPUR CENTRE
EXCELLENCE COACHING CLASSES,near kv school durgapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,7588509732,,B,CHANDRAPUR CENTRE
BALLARPUR  PUBLIC SCHOOL,BALLARSHA,chandrapur,Ballarpur,Chandrapur,Maharashtra,State,8767348643,,A,CHANDRAPUR CENTRE
BALLARPUR  PUBLIC SCHOOL,BALLARSHA,Ballarpur,Ballarpur,Chandrapur,Maharashtra,State,,,B,CHANDRAPUR CENTRE
BALLARPUR  PUBLIC SCHOOL,BALLARSHA,Ballarpur,Ballarpur,Chandrapur,Maharashtra,State,,,B,CHANDRAPUR CENTRE
DILASAGRAM HIGH SCHOOL CBSC,BALLARPUR,Ballarpur,Ballarpur,Chandrapur,Maharashtra,CBSE,,,A,CHANDRAPUR CENTRE
Podar International ,Marda colony datala road ,Chandrapur ,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A+,CHANDRAPUR CENTRE
School Of Scholars,MIDC Area  Darwha Road  Yavatmal,MIDC,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
Veenadevi Darda School ,Lohara  Yavatmal,Lohara,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
School Of Scholars  Yavatmal,MIDC Area  Darwha Road  Yavatmal,MIDC,Yavatmal,Yavatmal,Maharashtra,CBSE,9168882893,aoyavatmal@mgsnagpur.org,A+,YAVATMAL CENTRE
Veddharini Madhyamik Vidyalaya,Pimpalgaon  Yavatmal  Maharashtra 445001,Pimpalgaon,Yavatmal,Yavatmal,Maharashtra,State,9422869061,veddharini01@gmail.com,C,YAVATMAL CENTRE
Jain Heritage A Cambridge School  Fetri   Nagpur,Survey No - 76/2  Behind HLL Godwan  Katol Kalmeshwar  Road  Chicholi  Maharashtra ,Fetri,Nagpur,Nagpur,Maharashtra,CBSE,,,A,SADAR CENTRE- NAGPUR
Jain International School  Nagpur,Near S.B. Jain Institute of Technology Management & Research  Yerla Village  Katol Road  Nagpur â€“ ,Fetri,Nagpur,Nagpur,Maharashtra,CBSE,,,A,SADAR CENTRE- NAGPUR
SDF English School ,Vrundavan Colony  Chaman Shah Wali  Amravati  Maharashtra 444603,Amaravati,AMRAVATI,AMRAVATI,Maharashtra,State,9527977466,,B,AMRAVATI CENTRE
Viaaney vidya mandir  ghugus,Wani road  ghugus  chandrapur,Ghugus,Ghugus,Chandrapur,Maharashtra,ICSE,,,A,CHANDRAPUR CENTRE
Priyadarshini School  Ghugus,Chandrapur road  ghugus  chandrapur,Ghugus,Ghugus,Chandrapur,Maharashtra,State,,,B,CHANDRAPUR CENTRE
St Joseph Eng Med school,Pandarkawda Road  Yavatmal,Pandarkawda Road,Yavatmal,Yavatmal,Maharashtra,State,9158584446,sjschoolytl@gmail.com,B,YAVATMAL CENTRE
ST ANDREWS SCHOOL,BALLARPUR,Ballarpur,Ballarpur,Chandrapur,Maharashtra,State,9834642714,,B,CHANDRAPUR CENTRE
TG ACADEMY,RAJURA,RAJURA,Rajura,Chandrapur,Maharashtra,CBSE,9096095642,,A,CHANDRAPUR CENTRE
VIANEY JUBLIE SCHOOL,BALLARPUR,Ballarpur,Ballarpur,Chandrapur,Maharashtra,ICSE,,,A,CHANDRAPUR CENTRE
Scientific Conevent,Bhiwapur,Bhiwapur,Nagpur,Nagpur,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Podar Intrenational ,C. R. Puglia Nagar  Roshan Bagh  Datala  New Chandrapur,Chandrapur ,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A+,CHANDRAPUR CENTRE
Mahila Vidyalaya,Near Mahadev Mandir  Yavatmal,Pangari,Yavatmal,Yavatmal,Maharashtra,State,9422867456,mahilavidyalaya@gmail.com,B,YAVATMAL CENTRE
Sanskar English Medium School,Near Jain Temple Bypass Road  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9423133133,sanskaremsytl6501907@gmail.com,B,YAVATMAL CENTRE
Sunrise English Medium School Yavatmal,Rocko City  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9823889527,sunriseschoolytl58@gmail.com,B,YAVATMAL CENTRE
Susanskar Vidya Mandir,Singhaniya Nagar  Arni Rd  Yavatmal,Arni Road,Yavatmal,Yavatmal,Maharashtra,State,8888999304,susanskarvidyamandir@gmail.com,B,YAVATMAL CENTRE
Crescent English Medium High School,Bhosa Rd  More Nagar  Bhosa  Maharashtra 445001,Bhosa,Yavatmal,Yavatmal,Maharashtra,State,8275730007,,C,YAVATMAL CENTRE
Shankarlal Kothari Vidya Mandir,Samarthwadi Rd  Tilakwadi  Yavatmal,Tilakwadi,Yavatmal,Yavatmal,Maharashtra,State,9096039308,,C,YAVATMAL CENTRE
Nathar English Medium High School,Ruikar Wadi Circuit House  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Abhyankar Kanya School,Arni  Road  Yavatmal,Arni Road,Yavatmal,Yavatmal,Maharashtra,State,9405148552,mohanagangamwar27168@gmail.com,C,YAVATMAL CENTRE
Anglo Hindi High School,Chapan Wadi  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,8055365148,anglohindischoolh@gmail.com,C,YAVATMAL CENTRE
Boon English School,Choti Gujri  Pangari  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9028609155,,C,YAVATMAL CENTRE
Holy Cross Marathi High School, Irvine Chowk  3  Camp Rd  Apratim Colony  Amravati  Maharashtra 444602,Camp Road  Amravati,AMRAVATI,AMRAVATI,Maharashtra,State,7212663347,,B,AMRAVATI CENTRE
SHRI PREMKISHOR SIKCHI VIDYALAYA ,VIDYANAGAR  Morshi Rd  Amravati,Morshi Road Amaravati,AMRAVATI,AMRAVATI,Maharashtra,State,,,C,AMRAVATI CENTRE
Neevam The School, Near Sant Achyut Maharaj Heart Hospital  Amravati  Maharashtra 444901,Mardi Road Amravati,AMRAVATI,AMRAVATI,Maharashtra,CBSE,7709126666,,A,AMRAVATI CENTRE
School Of Brillants ,Seloo,Seloo ,Seloo,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
People High School,Sambhaji Nagar  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9850557464,peopleshschool@gmail.com,C,YAVATMAL CENTRE
Ramaji Channawar High School,Near Criti Care Hospital  Wadgaon Road  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9834501592,,C,YAVATMAL CENTRE
Rani Laxmibai Vidyalaya  Yavatmal,Tilakwadi  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Glorious English Medium School,Almass Nagar  Civil Lines  Choti Gujri  Tarapur  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Glorious English Medium School,Almass Nagar  Civil Lines  Choti Gujri  Tarapur  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Dragon international School,Near Dragon Palace  Kamptee,Kamptee,Nagpur,Nagpur,Maharashtra,CBSE,,,B,SADAR CENTRE- NAGPUR
Ramakrishna Sarda Mission School,65  Mall Road  Cantonment  Kamptee  Maharashtra 441001,Kamptee,Kamptee,Nagpur,Maharashtra,CBSE,9763945266,rsmkamptee@gmail.com,B,SADAR CENTRE- NAGPUR
Orbit Academy,Wardha,Wardha,Wardha,Wardha,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Deshmukh Sir Classes,Wardha,Wardha,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Shanti Niketan International School  Amaravati,New Ganesh Colony  Amravati 444605,Ganesh Colony Amravati,AMRAVATI,AMRAVATI,Maharashtra,CBSE,7038640480,,B,AMRAVATI CENTRE
Sharda Kanya Vidyalaya,Ravinagar  Amaravati,Ravi Nagar Amravati,AMRAVATI,AMRAVATI,Maharashtra,State,,,C,AMRAVATI CENTRE
Aditi Academy ,Bhadravati ,Bhadravati ,Bhadrawati,Chandrapur,Maharashtra,CBSE,7350355409,,A,CHANDRAPUR CENTRE
Bohra Classes ,Pathanpura road opposite novelty book store chandrapur ,Milan chowk ,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A,CHANDRAPUR CENTRE
Podar international bhandara ,Bhandara,Bhandara ,Bhandara,Bhandara,Maharashtra,CBSE,9856239876,,A+,RESIDENTIAL CENTRE
kendiya vidyalaya wcl ,durgapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,7172220708,,A,CHANDRAPUR CENTRE
st mary high school,durgapur,chandrapur,Chandrapur,Chandrapur,Maharashtra,State,,,A,CHANDRAPUR CENTRE
Ignited Minds School Of Intellectuals ,Badnera  Amravati,Badnera  ,AMRAVATI,AMRAVATI,Maharashtra,CBSE,9850545429,,A,AMRAVATI CENTRE
shivaji satpute sir,gadchandur,gadchandur,Chandrapur,Chandrapur,Maharashtra,CBSE,9860487483,,A,CHANDRAPUR CENTRE
St. Mary High School  Bhandara,Bhandara,Khat Road,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
St. Anne's High School  Warora,Warora,Warora,Bhadrawati,Chandrapur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
St. Anne's Convent  Warora,Warora,Warora,Bhadrawati,Chandrapur,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
BORKAR SIR,AMBETKAR SQUARE DURGAPUR,chandrapur,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A,CHANDRAPUR CENTRE
The Central County School,55  Hingna Rd  Rajendra Nagar  Sai Nagar  MICD  Nagpur  Maharashtra 440016,Rajemdra Nagar,Nagpur,Nagpur,Maharashtra,CBSE,,,A,HEAD OFFICE -NAGPUR
Arya International School,Mukutban,Mukutban,Yavatmal,Yavatmal,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Gurukul English School  Mukutban,Mukutban,Mukutban,Yavatmal,Yavatmal,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Macroon Students Academy  Wani,Wani,Wani,Wani,Yavatmal,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
Shri Shivaji Highschool,Khidki Pura  Ner  Maharashtra 445102,Ner,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
The English High School,Khidki Pura  Ner  Maharashtra 445102  India,Ner,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
SHANTINIKETAN ENG SCHOOL  NER,Yavatmal Ner Kolura Ner Maharashtra India 445102  Source: https://www.icbse.com,Ner,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Sunrise English School,Arni  Yavatmal  MH,Arni,Yavatmal,Yavatmal,Maharashtra,State,9923114007,sncarni023@gmail.com,B,YAVATMAL CENTRE
Narayanleela English Medium School,Unnamed Road  Shastri Nagar  Arni  Maharashtra 445103,Arni,Yavatmal,Yavatmal,Maharashtra,State,7385500000,narayanleelaemhs@gmail.com,B,YAVATMAL CENTRE
SPM english medium school  ghatanji,Main Road  Old Bus Stand  Ghatanji  Maharashtra 445301,Ghatanji,Yavatmal,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Jawahar Navodaya Vidyalaya,Belora  Ghatanji  Maharashtra 445301,Ghatanji,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A,YAVATMAL CENTRE
Priyadarshani Convent,Pandav College ITI Campus Hasanbagh Road Nandanwan ,Nandanwan,Nagpur,Nagpur,Maharashtra,State,7028266662,,B,EAST CENTRE - NAGPUR
Shankarrao Chavan English Primary School,Prakash nagar  Khaperkheda  Maharashtra 441111,Khaperkheda,Nagpur,Nagpur,Maharashtra,State,9146266834,,D,SADAR CENTRE- NAGPUR
Bramhapuri Public School,Bramhapuri,Bramhapuri,Chandrapur,Chandrapur,Maharashtra,CBSE,,,B,RESIDENTIAL CENTRE
Shree Ram School ,Ramtek ,Ramtek ,Nagpur,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Adarsh Vidyalaya ,Ramtek ,Ramtek ,Nagpur,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Nandivardhan High School ,Ramtek ,Ramtek ,Nagpur,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
cbse public school ,Ramtek ,Ramtek ,Nagpur,Nagpur,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Janaprabha International School ,Ramtek ,Ramtek ,Nagpur,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Tathagat High School,Kotamba,Kotamba,Yavatmal,Yavatmal,Maharashtra,State,9860328804,tathagatkotamba1212@gmail.com,C,YAVATMAL CENTRE
Bharti Krishna Vidhya Vihar,Rawal Bhavan  Telangkhedi road  nagpur,Telangkhedi,Nagpur,Nagpur,Maharashtra,CBSE,7122531363,,A,HEAD OFFICE -NAGPUR
Delhi Public School  Mihan,Plot No 07  Wardha Road  Opp. AIIMS & IIM  Mihan  Sector 21  Dahegaon ( 441108 ).,Mihan,Nagpur,Nagpur,Maharashtra,CBSE,9607855441,,A+,CHATRAPATI SQUARE CENTRE
Sevasadan Saksham School & Jr. College,Ambazari Road  Dharampeth,Dharampeth,Nagpur,Nagpur,Maharashtra,State,8446211927,,B,HEAD OFFICE -NAGPUR
Pratap Vidyalaya,Bhabulgaon  Yavatmal,Bhabulgaon,Yavatmal,Yavatmal,Maharashtra,State,8275524136,pvv1961@gmail.com,C,YAVATMAL CENTRE
Swami Vivekanand Vidyalaya,At Chimnabagapur  Babulgaon  Yavatmal,Bhabulgaon,Yavatmal,Yavatmal,Maharashtra,State,8888101716,swamivivekanand1999@gmail.com,C,YAVATMAL CENTRE
Rani Laxmibai Vidyalaya,Tilakwadi  Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,7020611340,rlvytl@gmail.com,C,YAVATMAL CENTRE
Shahid Bhagatsing Vidyalaya,Arni City,Arni,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
SMD Bharti School- Girls,Arni  Yavatmal  MH,Arni,Yavatmal,Yavatmal,Maharashtra,State,9423433826,smdbhartikanyamadhyamik@gmail.com,C,YAVATMAL CENTRE
Swami Vivekanand Public School,Arni  Yavatmal  MH,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,9689010999,svpmschool.arni@gmail.com,B,YAVATMAL CENTRE
SC Boys Govt. Resi. School,Arni  Yavatmal  MH,Arni,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
G.R. Kabra High School,Morshi Rd  Riddhpur  Chandur Bazar  Maharashtra 444704,chandur Bazar,CHANDUR BAZAR,AMRAVATI,Maharashtra,State,,,C,AMRAVATI CENTRE
NIRMITI PUBLIC SCHOOL CHANDURBAZAR,N P Chandur Bazar  Chandur Bz AMRAVATI  Maharashtra PIN Code: 444704,chandur Bazar,CHANDUR BAZAR,AMRAVATI,Maharashtra,State,,,C,AMRAVATI CENTRE
Nanibai gharpadkar School,Bhabulgaon  Yavatmal,Bhabulgaon,Yavatmal,Yavatmal,Maharashtra,State,7057253768,mnghbabhulgaon@gmail.com,C,YAVATMAL CENTRE
MAHAVIR VIDYA MANDIR WAGHAPUR,MAHAVIR NAGAR WAGAHPUR ROAD YAVATMAL,Waghapur,Yavatmal,Yavatmal,Maharashtra,State,9422922414,mvmwaghapur@gmail.com,C,YAVATMAL CENTRE
A R Patil Public School in Morshi,Patil Colony  Morshi  Maharashtra 444905,Morshi,MORSHI,AMRAVATI,Maharashtra,State,,,D,AMRAVATI CENTRE
Deoraoji Itankar Public School ,Umred ,Umred ,Umred,Nagpur,Maharashtra,CBSE,,,A+,RESIDENTIAL CENTRE
Madhuban School,Umred ,Umred,Umred,Nagpur,Maharashtra,State,,,A,RESIDENTIAL CENTRE
ST. Francis School ,Udasa,Udasa,Umred,Nagpur,Maharashtra,CBSE,,,A+,RESIDENTIAL CENTRE
New Golden Kids English High School Morshi,Saad Colony  Rukmini nagar  Morshi  Maharashtra 444905,Morshi,MORSHI,AMRAVATI,Maharashtra,State,,,C,AMRAVATI CENTRE
Shahu's Garden Manewada,Ulhas Nagar Tkdoji Road Manewada,Manewada Square,Nagpur,Nagpur,Maharashtra,State,9730418851,,A,EAST CENTRE - NAGPUR
Sai - Tuition,Bhagwan Nagar  Near to  Mayur Khadi & Bank Of Maharashtra,Bhagwan Nagar,Nagpur,Nagpur,Maharashtra,State,9561077584,,A,EAST CENTRE - NAGPUR
Sun Bright School Mahuli Jahagir,Sun-bright school  Morshi road mahuli jahagir  Amravati  Maharashtra 444901,mahuli Jahagir,MORSHI,AMRAVATI,Maharashtra,CBSE,9765426088,,B,AMRAVATI CENTRE
Markandya Public School,Baradgaon  Tq  Ralegaon  Yavatmal,Ralegaon,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A,YAVATMAL CENTRE
R M International school,Unnamed Road  Ralegaon,Ralegaon,Yavatmal,Yavatmal,Maharashtra,CBSE,,,B,YAVATMAL CENTRE
School of Brillant,At.post MetikhedaTq Ralegaon,Ralegaon,Yavatmal,Yavatmal,Maharashtra,CBSE,,,A,YAVATMAL CENTRE
Sanskar English Medium School,Service road  Nagpur Highway  Kalamb,Kalamb,Yavatmal,Yavatmal,Maharashtra,State,7756078365,,B,YAVATMAL CENTRE
Chintamani High School,Beside Chintamani Mandir  Kalamb,Kalamb,Yavatmal,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Dr.Meena Bande Adarsh English School  Warud,Warud ,warud,WARUD,AMRAVATI,Maharashtra,State,9284495453,,B,AMRAVATI CENTRE
UTKRANTI ENGLISH PRIMARY SCHOOL JARUD,Jarud,Jarud,AMRAVATI,AMRAVATI,Maharashtra,State,,,B,AMRAVATI CENTRE
New Orange City Convent,Warud ,warud,AMRAVATI,AMRAVATI,Maharashtra,State,,,A,AMRAVATI CENTRE
New Orange City Convent,Warud,Warud,AMRAVATI,AMRAVATI,Maharashtra,State,,,A,AMRAVATI CENTRE
Shivaji multipurpose higher secondary school Amravati,Shivaji multipurpose higher secondary school Amravati Gadge Nagar Chouk ,Amravati,AMRAVATI,AMRAVATI,Maharashtra,State,,,B,AMRAVATI CENTRE
Modern English Medium School,Mahurgad,Mahurgad,Kinwat,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Genius English School,Mahurgad,Mahurgad,Kinwat,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Matoshree Eng Med School,Mahagaon,Mahagaon,Umarkhed,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Universal English Medium School,Umerkhed ,Umerkhed,Umarkhed,Yavatmal,Maharashtra,State,,,A,YAVATMAL CENTRE
Sakhale Vidyalaya,Umerkhed ,Umerkhed,Umarkhed,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Student Welfare English Medium Schoolool,Umerkhed ,Umerkhed,Umarkhed,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Gurudev Goroba Vidyamandir,Umerkhed ,Umerkhed,Umarkhed,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Jet Kids International School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
Mount Litera Zee School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,CBSE,,,A+,YAVATMAL CENTRE
St. Mary School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Vidyalankar's Podar Learn School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,CBSE,,,A,YAVATMAL CENTRE
Koshatwar Daluatkhan School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Shivaji High School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,,,B,YAVATMAL CENTRE
Jyotigamaya Eng med School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
Navjeevan Dyanpeeeth Eng Med School,Pusad,Pusad,Pusad,Yavatmal,Maharashtra,State,,,C,YAVATMAL CENTRE
